0.658094,12.9172
0.660278,20.1628
0.662454,84.6106
0.664623,126.936
0.666787,286.209
0.668946,431.355
0.6711,601.67
0.673252,888.037
0.675401,993.766
0.677548,1035.5
0.679695,1596.44
0.681842,2290.99
0.68399,2292.28
0.686139,2351.08
0.688291,3125.94
0.690445,3516.22
0.692603,4071.52
0.694765,4845.2
0.696933,5149.89
0.699106,6222.66
0.701285,6375.01
0.70347,6395.1
0.705664,6934.07
0.707865,7287.92
0.710074,7783.16
0.712293,7860.81
0.714521,8531.14
0.716759,8702.45
0.719008,9049.63
0.721267,9213.53
0.723538,9282.92
0.725821,9547.01
0.728116,9712.94
0.730424,10643.5
0.732745,11188.4
0.73508,11194.6
0.737428,11744.3
0.73979,11750.2
0.742167,11819.4
0.744559,12103.5
0.746966,12187.7
0.749389,12295.3
0.751827,12309.2
0.754281,12416.2
0.756752,12421.3
0.759239,12434.5
0.761744,12675.5
0.764265,12789.3
0.766803,12880.8
0.769359,14039.9
0.771933,14168.9
0.774525,14238.8
0.777134,15178.5
0.779762,16010.0
0.782409,17255.6
0.785074,17396.1
0.787757,17689.1
0.79046,18665.7
0.793181,18935.2
0.795921,20961.1
0.798681,21595.6
0.80146,21799.4
0.804258,22267.0
0.807075,22688.6
0.809912,24056.2
0.812769,24449.7
0.815645,25039.4
0.81854,25134.8
0.821456,25509.0
0.824391,25643.7
0.827345,25803.8
0.83032,26549.1
0.833314,27508.0
0.836328,27545.5
0.839361,27783.3
0.842414,28193.0
0.845487,30012.5
0.84858,30049.9
0.851692,30496.0
0.854824,31194.2
0.857975,31592.2
0.861145,31715.5
0.864336,31833.8
0.867545,32661.1
0.870774,32912.4
0.874021,33013.6
0.877288,33119.1
0.880574,36035.5
0.883879,38161.1
0.887203,38740.3
0.890546,38774.2
0.893907,38884.5
0.897286,39026.5
0.900684,39728.8
0.904101,40243.0
0.907535,40576.6
0.910988,40928.9
0.914458,41180.7
0.917946,43226.6
0.921452,44024.8
0.924975,44301.7
0.928516,44349.3
0.932074,44477.0
0.935649,44959.8
0.93924,45522.5
0.942849,46913.6
0.946474,47404.2
0.950115,47593.5
0.953773,48301.6
0.957447,48493.9
0.961136,48824.2
0.964842,48827.8
0.968563,49274.4
0.972299,49800.6
0.97605,49872.4
0.979817,50744.1
0.983598,51094.0
0.987394,51528.3
0.991204,51850.5
0.995029,52370.7
0.998867,52511.9
1.00272,52872.3
1.00659,52941.9
1.01047,53654.5
1.01436,53778.8
1.01826,53813.7
1.02218,54134.7
1.02611,54279.3
1.03006,54404.2
1.03401,54425.5
1.03798,54547.1
1.04196,54692.4
1.04595,54798.1
1.04996,54956.9
1.05397,55389.2
1.058,55507.0
1.06203,55548.9
1.06608,55746.6
1.07014,55752.9
1.0742,55968.8
1.07828,56747.1
1.08237,56803.3
1.08646,57009.5
1.09057,57388.7
1.09468,57555.2
1.09881,57768.1
1.10294,57876.0
1.10708,57946.8
1.11123,58230.7
1.11539,58351.7
1.11955,58480.1
1.12373,58554.6
1.12791,59294.1
1.13209,59422.0
1.13629,59452.4
1.14049,59707.6
1.1447,60229.7
1.14891,60254.7
1.15313,61400.6
1.15736,61414.6
1.16159,61547.4
1.16583,62014.5
1.17007,62234.3
1.17432,63374.7
1.17857,63657.2
1.18283,64124.4
1.1871,64252.5
1.19136,64421.1
1.19563,64586.5
1.19991,64677.2
1.20419,64745.2
1.20847,65217.9
1.21276,65223.5
1.21705,66087.4
1.22134,66688.4
1.22564,67465.2
1.22994,68001.4
1.23424,68229.1
1.23854,68331.5
1.24285,69174.8
1.24715,69369.8
1.25146,69392.0
1.25577,69460.4
1.26009,69673.5
1.2644,69705.4
1.26871,70528.4
1.27303,71261.0
1.27735,71318.6
1.28166,71994.2
1.28598,72114.2
1.2903,73150.4
1.29462,73307.6
1.29894,73629.1
1.30325,74080.1
1.30757,74094.1
1.31189,74565.6
1.31621,74664.9
1.32052,74987.6
1.32484,75890.6
1.32915,76711.8
1.33346,77350.2
1.33777,77558.0
1.34208,77644.7
1.34639,77647.1
1.3507,77932.3
1.355,78085.1
1.3593,78149.2
1.3636,78246.4
1.3679,78308.1
1.3722,78504.8
1.37649,78540.9
1.38078,78567.7
1.38507,78713.0
1.38935,79049.4
1.39363,79393.5
1.39791,79881.9
1.40219,80039.3
1.40646,80106.2
1.41073,81829.4
1.41499,81913.0
1.41925,82014.4
1.42351,82345.1
1.42776,83166.0
1.43201,83366.0
1.43626,83444.7
1.4405,83754.0
1.44474,83846.5
1.44897,84456.0
1.4532,84492.6
1.45742,84871.6
1.46164,85330.9
1.46586,85703.4
1.47006,85878.8
1.47427,86010.7
1.47847,86534.8
1.48266,87135.7
1.48685,87271.0
1.49104,87348.2
1.49522,87492.0
1.49939,87625.4
1.50356,88295.3
1.50773,88554.0
1.51188,88576.6
1.51604,88757.9
1.52018,89122.1
1.52432,89581.8
1.52846,89718.1
1.53259,90143.8
1.53671,90443.6
1.54083,90500.2
1.54495,90642.1
1.54905,90849.1
1.55315,90910.6
1.55725,91150.7
1.56134,91372.6
1.56542,92021.4
1.56949,92242.5
1.57356,92330.1
1.57763,92925.0
1.58169,93191.5
1.58574,93288.3
1.58978,93595.2
1.59382,93989.2
1.59785,94063.0
1.60188,94106.7
1.6059,94114.5
1.60991,94373.0
1.61392,94537.3
1.61792,94987.0
1.62191,95882.5
1.6259,97284.7
1.62988,97468.6
1.63386,97995.4
1.63783,98295.3
1.64179,99774.1
1.64574,100156.0
1.64969,100802.0
1.65363,100854.0
1.65757,101417.0
1.6615,102213.0
1.66542,103097.0
1.66933,103259.0
1.67324,103584.0
1.67714,103602.0
1.68104,104333.0
1.68493,104404.0
1.68881,104772.0
1.69269,104939.0
1.69656,105583.0
1.70042,106496.0
1.70428,107803.0
1.70813,108320.0
1.71197,108558.0
1.71581,109037.0
1.71964,109611.0
1.72346,110146.0
1.72728,110369.0
1.73109,110460.0
1.7349,111095.0
1.73869,111155.0
1.74249,112002.0
1.74627,112114.0
1.75005,112205.0
1.75382,112486.0
1.75759,112578.0
1.76135,112704.0
1.7651,113375.0
1.76885,114265.0
1.77259,114481.0
1.77633,114747.0
1.78006,114914.0
1.78378,115328.0
1.7875,115498.0
1.79121,116137.0
1.79491,118768.0
1.79861,119852.0
1.8023,120766.0
1.80599,121335.0
1.80967,122141.0
1.81334,122696.0
1.81701,123091.0
1.82067,123743.0
1.82433,123890.0
1.82798,124521.0
1.83162,127513.0
1.83526,128483.0
1.8389,128556.0
1.84252,128674.0
1.84615,128695.0
1.84976,129117.0
1.85337,129454.0
1.85698,129499.0
1.86058,129896.0
1.86417,131887.0
1.86776,133020.0
1.87134,133171.0
1.87492,133546.0
1.87849,134238.0
1.88205,134658.0
1.88561,134903.0
1.88917,135074.0
1.89272,135129.0
1.89626,135323.0
1.8998,135431.0
1.90334,137156.0
1.90686,137173.0
1.91039,137681.0
1.91391,137731.0
1.91742,137948.0
1.92093,138227.0
1.92443,138584.0
1.92793,139957.0
1.93142,142101.0
1.93491,142242.0
1.93839,142347.0
1.94187,142414.0
1.94534,142459.0
1.94881,142812.0
1.95227,142985.0
1.95573,143151.0
1.95918,143507.0
1.96263,143935.0
1.96607,144173.0
1.96951,144241.0
1.97294,144979.0
1.97637,145588.0
1.97979,145624.0
1.98321,145668.0
1.98662,146537.0
1.99003,146726.0
1.99344,146902.0
1.99684,148022.0
2.00023,148967.0
2.00362,149270.0
2.00701,149528.0
2.01039,149686.0
2.01377,150683.0
